scene	timestamp	event	event_key	x_coord	y_coord	key_code	key_name	description
main_taskpart1	76151	LeftMouseClick	None	444	382	None	None	None
main_taskpart1	80945	LeftMouseClick	None	459	382	None	None	None
main_taskpart1	86450	LeftMouseClick	None	475	383	None	None	None
main_taskpart1	93511	LeftMouseClick	None	812	543	None	None	None
main_taskpart1	104014	LeftMouseClick	None	435	291	None	None	None
main_taskpart1	110518	LeftMouseClick	None	426	196	None	None	None
main_taskpart1	121461	LeftMouseClick	None	430	295	None	None	None
main_taskpart1	124067	LeftMouseClick	None	421	332	None	None	None
main_taskpart1	130497	LeftMouseClick	None	404	368	None	None	None
main_taskpart1	146470	LeftMouseClick	None	955	573	None	None	None
main_taskpart2	156837	LeftMouseClick	None	894	516	None	None	None
main_taskpart2	162784	LeftMouseClick	None	555	126	None	None	None
main_taskpart2	164215	LeftMouseClick	None	656	124	None	None	None
main_taskpart2	164983	LeftMouseClick	None	558	112	None	None	None
main_taskpart2	166190	LeftMouseClick	None	411	111	None	None	None
main_taskpart2	180182	LeftMouseClick	None	472	332	None	None	None
main_taskpart2	181488	LeftMouseClick	None	534	106	None	None	None
main_taskpart2	189167	LeftMouseClick	None	646	125	None	None	None
main_taskpart2	195346	LeftMouseClick	None	413	113	None	None	None
main_taskpart2	199222	LeftMouseClick	None	536	115	None	None	None
main_taskpart2	200660	LeftMouseClick	None	407	113	None	None	None
main_taskpart2	202192	LeftMouseClick	None	516	104	None	None	None
main_taskpart2	203501	LeftMouseClick	None	420	105	None	None	None
main_taskpart2	205839	LeftMouseClick	None	526	108	None	None	None
main_taskpart2	208512	LeftMouseClick	None	406	111	None	None	None
main_taskpart2	212718	LeftMouseClick	None	492	113	None	None	None
main_taskpart2	214166	LeftMouseClick	None	410	120	None	None	None
main_taskpart2	217846	LeftMouseClick	None	512	115	None	None	None
main_taskpart2	219823	LeftMouseClick	None	413	110	None	None	None
main_taskpart2	221296	LeftMouseClick	None	484	104	None	None	None
main_taskpart2	223037	LeftMouseClick	None	397	111	None	None	None
main_taskpart2	226246	LeftMouseClick	None	506	104	None	None	None
main_taskpart2	228150	LeftMouseClick	None	425	111	None	None	None
main_taskpart2	229174	LeftMouseClick	None	518	102	None	None	None
main_taskpart2	235603	LeftMouseClick	None	412	105	None	None	None
main_taskpart2	256606	LeftMouseClick	None	551	104	None	None	None
main_taskpart2	263153	LeftMouseClick	None	533	335	None	None	None
main_taskpart2	264368	LeftMouseClick	None	653	112	None	None	None
main_taskpart2	270339	LeftMouseClick	None	498	330	None	None	None
main_taskpart2	284830	LeftMouseClick	None	226	274	None	None	None
main_taskpart2	286829	LeftMouseClick	None	1093	281	None	None	None
main_taskpart2	289077	LeftMouseClick	None	508	187	None	None	None
main_taskpart2	290438	KeyPress	None	None	None	None	NumPad2	None
main_taskpart2	290506	KeyPress	None	None	None	None	NumPad6	None
main_taskpart2	292310	KeyPress	None	None	None	None	Tab	None
main_taskpart2	294822	KeyPress	None	None	None	None	None	None
main_taskpart2	295074	KeyPress	None	None	None	None	R	None
main_taskpart2	295314	KeyPress	None	None	None	None	E	None
main_taskpart2	295506	KeyPress	None	None	None	None	S	None
main_taskpart2	295789	KeyPress	None	None	None	None	E	None
main_taskpart2	295997	KeyPress	None	None	None	None	A	None
main_taskpart2	296114	KeyPress	None	None	None	None	R	None
main_taskpart2	296380	KeyPress	None	None	None	None	C	None
main_taskpart2	296497	KeyPress	None	None	None	None	H	None
main_taskpart2	296597	KeyPress	None	None	None	None	Space	None
main_taskpart2	296672	KeyPress	None	None	None	None	None	None
main_taskpart2	296763	KeyPress	None	None	None	None	A	None
main_taskpart2	296989	KeyPress	None	None	None	None	S	None
main_taskpart2	297163	KeyPress	None	None	None	None	S	None
main_taskpart2	297296	KeyPress	None	None	None	None	I	None
main_taskpart2	297405	KeyPress	None	None	None	None	S	None
main_taskpart2	297546	KeyPress	None	None	None	None	T	None
main_taskpart2	297696	KeyPress	None	None	None	None	A	None
main_taskpart2	298005	KeyPress	None	None	None	None	N	None
main_taskpart2	298310	KeyPress	None	None	None	None	T	None
main_taskpart2	298646	KeyPress	None	None	None	None	Space	None
main_taskpart2	298804	KeyPress	None	None	None	None	OemQuestion	None
main_taskpart2	298918	KeyPress	None	None	None	None	Space	None
main_taskpart2	299029	KeyPress	None	None	None	None	None	None
main_taskpart2	299094	KeyPress	None	None	None	None	B	None
main_taskpart2	299312	KeyPress	None	None	None	None	U	None
main_taskpart2	299429	KeyPress	None	None	None	None	S	None
main_taskpart2	299595	KeyPress	None	None	None	None	I	None
main_taskpart2	299670	KeyPress	None	None	None	None	N	None
main_taskpart2	299787	KeyPress	None	None	None	None	E	None
main_taskpart2	299878	KeyPress	None	None	None	None	S	None
main_taskpart2	300062	KeyPress	None	None	None	None	S	None
main_taskpart2	300203	KeyPress	None	None	None	None	Space	None
main_taskpart2	300326	KeyPress	None	None	None	None	None	None
main_taskpart2	300394	KeyPress	None	None	None	None	A	None
main_taskpart2	300528	KeyPress	None	None	None	None	N	None
main_taskpart2	300686	KeyPress	None	None	None	None	A	None
main_taskpart2	300786	KeyPress	None	None	None	None	L	None
main_taskpart2	301011	KeyPress	None	None	None	None	Y	None
main_taskpart2	301119	KeyPress	None	None	None	None	S	None
main_taskpart2	301278	KeyPress	None	None	None	None	T	None
main_taskpart2	302652	LeftMouseClick	None	516	292	None	None	None
main_taskpart2	302954	KeyPress	None	None	None	None	None	None
main_taskpart2	303113	KeyPress	None	None	None	None	C	None
main_taskpart2	303430	KeyPress	None	None	None	None	O	None
main_taskpart2	303538	KeyPress	None	None	None	None	G	None
main_taskpart2	303670	KeyPress	None	None	None	None	N	None
main_taskpart2	303758	KeyPress	None	None	None	None	I	None
main_taskpart2	303907	KeyPress	None	None	None	None	T	None
main_taskpart2	304029	KeyPress	None	None	None	None	I	None
main_taskpart2	304198	KeyPress	None	None	None	None	V	None
main_taskpart2	304291	KeyPress	None	None	None	None	E	None
main_taskpart2	304563	KeyPress	None	None	None	None	Space	None
main_taskpart2	304740	KeyPress	None	None	None	None	None	None
main_taskpart2	304821	KeyPress	None	None	None	None	S	None
main_taskpart2	305043	KeyPress	None	None	None	None	Y	None
main_taskpart2	305142	KeyPress	None	None	None	None	S	None
main_taskpart2	305279	KeyPress	None	None	None	None	T	None
main_taskpart2	305366	KeyPress	None	None	None	None	E	None
main_taskpart2	305510	KeyPress	None	None	None	None	M	None
main_taskpart2	305629	KeyPress	None	None	None	None	S	None
main_taskpart2	306902	LeftMouseClick	None	462	357	None	None	None
main_taskpart2	307765	LeftMouseClick	None	436	396	None	None	None
main_taskpart2	308260	LeftMouseClick	None	439	412	None	None	None
main_taskpart2	312070	LeftMouseClick	None	445	656	None	None	None
main_taskpart2	312838	LeftMouseClick	None	506	502	None	None	None
main_taskpart2	316597	LeftMouseClick	None	440	450	None	None	None
